,textblob_polarity,textblob_polarity,textblob_subjectivity,textblob_subjectivity,nltk_si_compound,nltk_si_compound,nltk_si_pos,nltk_si_neg,nltk_si_neu,Complaint
2017-06-20,0.0392,0.1358,0.4307,0.1757,-0.2784,0.6554,0.0307,0.0503,0.9188,6
2017-06-21,-0.0002,0.0792,0.4125,0.0503,-0.1353,0.991,0.0716,0.086,0.842,5
2017-06-22,-0.0013,0.1039,0.2858,0.1683,-0.0183,0.6326,0.0516,0.0606,0.888,5
2017-06-23,0.0415,0.1461,0.3769,0.2667,0.0444,0.655,0.0566,0.0502,0.8934,12
2017-06-24,0.1521,0.1339,0.3839,0.1153,0.4597,0.7462,0.0587,0.0437,0.898,3
2017-06-26,0.1385,0.0939,0.4404,0.0753,0.4656,0.7277,0.094,0.0196,0.8864,5
2017-06-27,0.025,0.0808,0.3411,0.1551,0.2055,0.8223,0.1095,0.0635,0.827,8
2017-06-28,0.0531,0.0624,0.324,0.1837,0.3677,0.638,0.0743,0.032,0.8937,11
2017-06-29,0.0875,0.1791,0.4992,0.3012,-0.5704,0.8115,0.0498,0.085,0.8654,5
2017-06-30,-0.0591,0.193,0.3241,0.0874,-0.2278,0.8274,0.0965,0.0998,0.8035,4
2017-07-01,0.0815,0.0262,0.4004,0.0006,0.1135,1.229,0.078,0.073,0.849,2
2017-07-02,0.1399,,0.3828,,-0.9427,,0.02,0.094,0.886,1
2017-07-03,0.0575,0.0662,0.413,0.0056,0.4556,0.7573,0.077,0.0507,0.8727,3
2017-07-05,0.0415,0.0257,0.2932,0.0935,0.4158,0.6189,0.073,0.0427,0.884,3
2017-07-07,-0.0058,0.0917,0.2327,0.1152,-0.9315,0.079,0.0547,0.1037,0.842,3
2017-07-08,0.0809,0.0178,0.3983,0.0643,0.3045,1.0778,0.086,0.0693,0.845,3
2017-07-09,-0.5,,1.0,,0.6369,,0.167,0.067,0.766,1
2017-07-10,0.0929,0.1682,0.397,0.0535,0.3039,1.0245,0.0787,0.045,0.8763,3
2017-07-11,0.0213,0.3365,0.4818,0.0968,0.8508,0.2541,0.1823,0.0317,0.7867,3
2017-07-12,-0.0072,0.1556,0.4715,0.1248,-0.3188,0.67,0.0583,0.0667,0.8753,7
2017-07-13,0.0038,0.1169,0.3419,0.1115,-0.3979,0.6929,0.0641,0.0864,0.8494,7
2017-07-14,0.0,,0.0,,0.0516,,0.045,0.041,0.914,1
2017-07-15,0.0365,0.1355,0.2455,0.1815,-0.1589,0.4232,0.0278,0.0378,0.934,4
2017-07-17,0.0305,0.1177,0.4372,0.209,0.1194,0.7779,0.07,0.057,0.873,5
2017-07-18,-0.0374,0.1903,0.4711,0.1397,-0.1962,0.6828,0.0839,0.0894,0.8269,8
2017-07-19,-0.0403,0.0525,0.27,0.1814,-0.3761,0.7533,0.0478,0.0808,0.8712,4
2017-07-20,0.0363,0.187,0.3968,0.1331,-0.3972,0.381,0.0357,0.1067,0.8573,3
2017-07-21,-0.0081,0.0609,0.5073,0.0338,-0.7969,0.3421,0.0357,0.1313,0.833,3
2017-07-22,-0.0359,,0.4259,,-0.7338,,0.036,0.05,0.914,1
2017-07-23,0.01,,0.435,,0.3895,,0.092,0.078,0.83,1
2017-07-24,0.0242,0.1692,0.5174,0.083,-0.0969,0.9208,0.0343,0.0623,0.9033,3
2017-07-25,0.0908,0.1222,0.4004,0.1994,-0.0414,0.8836,0.0723,0.0651,0.8626,7
2017-07-26,0.0744,0.1122,0.3831,0.1359,0.0252,0.7086,0.0425,0.0282,0.9295,4
2017-07-27,-0.1179,0.076,0.291,0.2097,-0.7103,0.3837,0.0377,0.0863,0.876,3
2017-07-28,-0.03,,0.36,,-0.3818,,0.054,0.066,0.88,1
2017-07-29,0.3159,,0.4776,,0.9462,,0.125,0.054,0.821,1
2017-07-30,-0.0106,0.053,0.4928,0.0287,-0.7477,0.4081,0.0597,0.11,0.83,3
2017-07-31,0.1523,0.0675,0.2992,0.1403,0.3876,0.7997,0.093,0.0325,0.875,2
2017-08-01,0.0396,0.2158,0.4259,0.0825,-0.5727,0.3315,0.023,0.0757,0.9017,3
2017-08-02,0.0516,0.2113,0.5347,0.1933,-0.7296,0.2709,0.0707,0.1078,0.8213,6
2017-08-03,0.0352,0.0942,0.2918,0.2667,0.4697,0.7561,0.0477,0.0443,0.908,3
2017-08-04,0.03,0.1082,0.264,0.2309,-0.1397,0.9654,0.055,0.07,0.8747,3
2017-08-07,-0.1,,0.7,,-0.4847,,0.0,0.086,0.914,1
2017-08-08,0.0123,0.0214,0.5011,0.5,-0.3502,0.8471,0.0233,0.0827,0.894,3
2017-08-09,0.0342,0.0944,0.3495,0.1352,-0.6575,0.3799,0.0568,0.1052,0.8379,9
2017-08-10,-0.0243,0.1475,0.4732,0.0152,-0.8896,0.1238,0.032,0.152,0.816,2
2017-08-11,-0.0421,0.2303,0.4738,0.1957,-0.8066,0.0992,0.056,0.1168,0.827,5
2017-08-12,-0.1076,0.0331,0.4765,0.0902,-0.6841,0.4134,0.0075,0.06,0.932,2
2017-08-14,-0.0374,0.0735,0.2334,0.1672,-0.6154,0.5391,0.037,0.1295,0.8338,4
2017-08-15,0.0317,0.1359,0.4303,0.1068,0.2576,1.0614,0.1207,0.0657,0.8137,3
2017-08-16,-0.0168,0.0847,0.3914,0.0626,-0.8882,0.139,0.076,0.152,0.7725,2
2017-08-17,0.0754,0.1273,0.4138,0.1468,-0.206,0.7269,0.0574,0.0599,0.8824,7
2017-08-18,0.0379,0.1604,0.387,0.1504,0.2722,0.8282,0.0672,0.0785,0.8545,4
2017-08-20,0.0036,0.012,0.4219,0.0337,-0.0283,1.3705,0.0715,0.1225,0.8055,2
2017-08-21,0.0033,0.051,0.3883,0.0773,-0.4063,0.6906,0.0556,0.084,0.8604,5
2017-08-22,0.0401,0.1386,0.4278,0.1229,-0.2346,0.7887,0.0778,0.0776,0.8444,5
2017-08-23,-0.0025,0.0549,0.4468,0.0145,0.1749,1.0923,0.094,0.089,0.817,2
2017-08-24,0.1913,0.1808,0.5209,0.2451,-0.2582,0.9971,0.0393,0.0633,0.8973,3
2017-08-25,-0.1125,,0.2375,,-0.9186,,0.037,0.209,0.754,1
2017-08-26,-0.0345,0.2357,0.3205,0.1334,-0.379,0.0696,0.0895,0.079,0.831,2
2017-08-28,0.0206,0.0753,0.2693,0.0683,-0.2098,0.6394,0.0713,0.0772,0.8518,4
2017-08-29,0.0007,0.0237,0.2859,0.1701,-0.4094,0.3096,0.0638,0.0825,0.8538,6
2017-08-30,-0.0108,0.0524,0.3545,0.0494,-0.4149,0.3031,0.0945,0.1208,0.7848,4
2017-08-31,-0.0189,0.0268,0.298,0.4214,-0.8018,0.1503,0.0045,0.114,0.882,2
2017-09-01,0.0308,0.031,0.3143,0.0512,-0.301,1.0618,0.0523,0.0777,0.87,3
2017-09-02,-0.019,0.0741,0.3637,0.1277,-0.2086,0.416,0.0418,0.065,0.8932,4
2017-09-03,0.05,0.0707,0.1,0.1414,-0.0278,0.0394,0.0645,0.0565,0.8785,2
2017-09-04,-0.0432,0.0411,0.2059,0.0129,-0.1303,1.1389,0.0435,0.056,0.9005,2
2017-09-05,-0.0292,0.0841,0.4881,0.1639,-0.7444,0.3543,0.0628,0.1115,0.8258,6
2017-09-07,-0.0176,0.1421,0.3309,0.0869,-0.8132,0.0952,0.0315,0.092,0.8765,2
2017-09-08,-0.0138,0.1129,0.3923,0.1341,-0.1385,0.7569,0.0426,0.0664,0.8908,5
2017-09-09,-0.0348,0.1081,0.4467,0.0501,0.069,0.7993,0.084,0.075,0.841,3
2017-09-10,-0.0069,0.0098,0.1007,0.1424,0.0111,0.4952,0.0455,0.0535,0.901,2
2017-09-11,0.088,0.1245,0.2131,0.3014,0.2193,1.0984,0.0885,0.071,0.8405,2
2017-09-13,-0.0042,0.1022,0.3655,0.1697,-0.5241,0.4031,0.0377,0.102,0.8607,3
2017-09-14,0.1006,0.1294,0.4057,0.0827,0.1329,0.7093,0.0633,0.0367,0.8993,3
2017-09-15,-0.0558,0.0629,0.3621,0.0961,0.5118,0.4921,0.053,0.0375,0.909,2
2017-09-16,-0.007,0.0667,0.4424,0.1171,-0.1997,0.9657,0.0695,0.0775,0.853,4
2017-09-18,-0.5,,0.9,,-0.875,,0.0,0.197,0.803,1
2017-09-20,0.0462,0.1087,0.3432,0.0955,0.9383,0.0427,0.13,0.051,0.819,2
2017-09-21,0.0304,0.0984,0.3782,0.1519,-0.0106,0.8488,0.0772,0.0582,0.8645,4
2017-09-22,0.1294,0.1663,0.415,0.123,0.7256,0.2471,0.0777,0.0527,0.87,3
2017-09-24,0.0182,0.0257,0.5376,0.0176,-0.6412,0.0061,0.018,0.0675,0.9145,2
2017-09-25,0.0012,0.0342,0.3791,0.0915,-0.6518,0.2141,0.029,0.0835,0.8875,4
2017-09-26,-0.0404,0.1786,0.3756,0.1759,-0.9413,0.038,0.0295,0.143,0.8275,2
2017-09-27,-0.0625,,0.4583,,-0.4943,,0.021,0.056,0.923,1
2017-09-28,0.1333,,0.5667,,-0.0026,,0.066,0.079,0.854,1
2017-09-29,0.0412,0.0386,0.4262,0.0842,-0.2944,0.8084,0.0573,0.064,0.8787,3
2017-09-30,0.0433,,0.3117,,-0.4445,,0.02,0.038,0.942,1
2017-10-02,0.375,,0.5,,0.644,,0.08,0.06,0.86,1
2017-10-03,-0.1252,0.1299,0.3004,0.1892,-0.325,0.9374,0.045,0.094,0.861,2
2017-10-04,-0.078,0.0089,0.4952,0.033,0.5724,0.3086,0.0655,0.0205,0.9145,2
2017-10-06,0.0448,0.2415,0.408,0.1219,-0.275,0.8696,0.0697,0.051,0.8793,3
2017-10-07,-0.0278,0.1329,0.5368,0.1689,-0.7718,0.1373,0.049,0.1168,0.8342,4
2017-10-09,-0.0433,0.0613,0.525,0.1061,-0.4377,0.619,0.0345,0.0495,0.916,2
2017-10-11,-0.0235,0.0692,0.4113,0.0653,-0.3516,1.0545,0.108,0.1127,0.779,3
2017-10-12,-0.0065,0.0261,0.399,0.0892,-0.0051,1.3576,0.0605,0.0805,0.859,2
2017-10-13,0.1167,,0.3521,,-0.501,,0.051,0.083,0.866,1
2017-10-14,0.0174,0.0498,0.573,0.1212,-0.8495,0.004,0.02,0.144,0.836,2
2017-10-15,0.0058,,0.3885,,0.211,,0.097,0.086,0.818,1
2017-10-16,0.0947,0.1352,0.3593,0.0439,-0.4845,0.4027,0.046,0.0737,0.8807,3
2017-10-17,0.0133,0.0189,0.3617,0.1956,-0.1921,0.8197,0.065,0.0975,0.8375,2
2017-10-18,-0.09,,0.28,,0.1957,,0.076,0.061,0.863,1
2017-10-20,-0.041,0.0698,0.3734,0.0591,0.1427,1.0152,0.0887,0.0743,0.8367,3
2017-10-21,0.1029,,0.3574,,0.9746,,0.133,0.032,0.836,1
2017-10-23,-0.0038,0.1539,0.3718,0.03,-0.1776,0.783,0.0417,0.0553,0.903,3
2017-10-24,0.0153,0.0684,0.4078,0.0689,-0.0775,0.9231,0.1863,0.0728,0.7408,4
2017-10-25,0.0149,0.122,0.4434,0.0741,-0.2364,0.7107,0.0355,0.135,0.8292,4
2017-10-26,0.031,0.0931,0.4753,0.0518,0.1934,0.6061,0.0344,0.0348,0.9308,5
2017-10-27,0.0915,0.0373,0.2532,0.0814,-0.2372,0.9842,0.011,0.0765,0.9125,2
2017-10-28,0.0,,0.0,,-0.743,,0.054,0.093,0.853,1
2017-10-29,0.035,0.1442,0.3134,0.2468,0.0645,0.6455,0.0432,0.064,0.8932,4
2017-10-30,0.1015,0.0677,0.4526,0.0779,-0.5439,0.6993,0.048,0.0703,0.8817,3
2017-10-31,0.032,0.0728,0.4306,0.141,-0.3187,0.7773,0.0558,0.0558,0.8882,5
2017-11-01,-0.051,0.1347,0.4219,0.073,-0.6024,0.505,0.0432,0.0903,0.8663,6
2017-11-02,-0.0741,0.0564,0.5027,0.2368,-0.4282,0.7121,0.0585,0.081,0.8608,4
2017-11-03,0.0458,,0.1542,,0.416,,0.078,0.044,0.878,1
2017-11-04,-0.0667,,0.1964,,-0.8932,,0.0,0.103,0.897,1
2017-11-06,0.1,,0.1815,,-0.7268,,0.055,0.09,0.855,1
2017-11-08,0.0537,0.2017,0.4623,0.0825,0.3395,0.7662,0.0703,0.0613,0.8687,3
2017-11-09,0.0121,0.0641,0.3636,0.0723,-0.3439,0.7228,0.0462,0.0586,0.8952,5
2017-11-10,0.0203,0.0775,0.39,0.1002,-0.2252,0.6953,0.0427,0.0592,0.898,4
2017-11-11,0.0698,,0.4659,,-0.9974,,0.07,0.17,0.761,1
2017-11-12,-0.1038,,0.4021,,-0.8597,,0.079,0.106,0.815,1
2017-11-13,0.0606,0.0751,0.4372,0.0697,-0.8529,0.1802,0.036,0.0753,0.8887,3
2017-11-14,0.016,,0.2815,,-0.9749,,0.049,0.098,0.853,1
2017-11-15,-0.0156,0.0946,0.5236,0.2102,-0.8193,0.1375,0.06,0.1113,0.8287,3
2017-11-16,0.0439,0.0149,0.583,0.3068,-0.5532,0.6063,0.1215,0.148,0.7305,2
2017-11-17,-0.0063,0.1025,0.3838,0.2439,-0.3612,0.6222,0.0432,0.0857,0.8712,6
2017-11-18,0.1389,,0.1667,,-0.34,,0.025,0.05,0.925,1
2017-11-20,0.0031,0.0144,0.3478,0.2116,-0.588,0.4827,0.035,0.0713,0.8937,3
2017-11-21,0.1122,0.1661,0.5995,0.2864,-0.4102,0.7246,0.0525,0.0878,0.8598,4
2017-11-22,-0.0137,0.0588,0.3707,0.0734,-0.6992,0.4613,0.0427,0.0892,0.8685,6
2017-11-23,-0.0833,,0.8125,,-0.5423,,0.022,0.072,0.906,1
2017-11-24,0.0658,,0.4512,,-0.8873,,0.074,0.089,0.837,1
2017-11-25,0.0788,,0.3848,,-0.781,,0.059,0.094,0.847,1
2017-11-26,0.0646,0.1385,0.3201,0.217,0.2871,0.9265,0.0605,0.0455,0.894,2
2017-11-27,0.0117,0.1123,0.349,0.2081,-0.155,0.7942,0.0655,0.0872,0.8475,6
2017-11-28,0.0592,0.0895,0.3351,0.1505,-0.6396,0.4181,0.039,0.0915,0.8692,4
2017-11-29,0.0197,0.1077,0.3119,0.1498,-0.4894,0.3518,0.049,0.0922,0.859,4
2017-11-30,-0.0527,0.0508,0.4642,0.1277,-0.9021,0.1178,0.0365,0.146,0.8175,4
2017-12-01,0.1381,0.0696,0.4048,0.1504,-0.1234,0.8966,0.066,0.0785,0.855,2
2017-12-02,0.0655,0.0488,0.4228,0.103,-0.0101,0.5542,0.085,0.0295,0.8855,2
2017-12-03,-0.0256,,0.4445,,-0.981,,0.038,0.089,0.873,1
2017-12-05,0.0083,0.0106,0.4518,0.0694,0.1721,0.7403,0.1078,0.0482,0.8438,4
2017-12-06,-0.0199,0.0508,0.2835,0.1646,0.1268,0.9137,0.0633,0.0493,0.8873,3
2017-12-07,0.0026,0.0927,0.4627,0.0206,-0.3448,0.4876,0.019,0.0475,0.9335,2
2017-12-08,-0.0135,0.0585,0.324,0.0741,-0.1151,0.6513,0.05,0.058,0.892,3
2017-12-09,-0.1017,,0.3744,,-0.9829,,0.048,0.182,0.77,1
2017-12-10,0.0,,0.4667,,0.4939,,0.126,0.083,0.791,1
2017-12-11,0.0087,0.1656,0.4371,0.1738,-0.7444,0.3315,0.0354,0.1082,0.8562,5
2017-12-12,-0.0231,0.0968,0.3326,0.081,-0.2012,0.4621,0.058,0.0702,0.8718,5
2017-12-13,0.0611,0.0676,0.3709,0.2093,-0.4343,0.863,0.0558,0.0852,0.8595,4
2017-12-14,0.0134,0.0073,0.4238,0.0448,-0.9646,0.0342,0.0685,0.109,0.822,2
2017-12-15,-0.0671,0.0907,0.4066,0.0908,-0.1326,0.9523,0.0835,0.119,0.7975,2
2017-12-16,0.0771,,0.2354,,0.9217,,0.179,0.016,0.805,1
2017-12-17,0.028,,0.3142,,0.9528,,0.092,0.045,0.864,1
2017-12-18,-0.05,,0.3472,,-0.577,,0.068,0.091,0.841,1
2017-12-19,-0.0679,0.1667,0.2625,0.0884,-0.7678,0.1254,0.028,0.108,0.8635,2
2017-12-20,0.0397,0.1151,0.3719,0.2289,-0.3338,0.7469,0.0632,0.0745,0.8625,4
2017-12-21,-0.0952,,0.1988,,-0.5719,,0.0,0.049,0.951,1
2017-12-22,0.0385,,0.4699,,0.8596,,0.102,0.066,0.832,1
2017-12-25,-0.0703,,0.478,,-0.9434,,0.067,0.112,0.821,1
2017-12-26,0.0131,,0.3478,,-0.9011,,0.024,0.086,0.89,1
2017-12-27,0.1,0.2121,0.5412,0.3836,-0.0297,0.3281,0.049,0.03,0.9215,2
2017-12-29,0.0209,0.1024,0.4776,0.0869,-0.4196,0.9177,0.0478,0.078,0.8742,4
2017-12-30,-0.007,,0.3004,,-0.9293,,0.05,0.101,0.849,1
2017-12-31,-0.2,,0.2,,0.0516,,0.054,0.042,0.903,1
2018-01-01,0.0167,,0.225,,-0.8573,,0.026,0.101,0.873,1
2018-01-02,0.0051,0.0599,0.3637,0.0866,-0.362,0.7496,0.0497,0.0869,0.8637,7
2018-01-03,0.0651,0.1811,0.4073,0.0852,-0.3869,0.5958,0.0118,0.0338,0.9542,4
2018-01-04,0.0715,0.0717,0.3556,0.0864,0.3168,0.7342,0.0655,0.0305,0.904,2
2018-01-05,-0.0505,0.0243,0.356,0.1356,-0.9436,0.0549,0.04,0.127,0.8325,4
2018-01-07,0.0209,0.1569,0.3395,0.1155,-0.6412,0.3212,0.0805,0.134,0.7855,2
2018-01-08,0.0462,0.0779,0.4299,0.261,-0.3231,0.3907,0.0657,0.088,0.846,3
2018-01-09,0.1171,0.3647,0.5,0.2652,0.3451,0.6816,0.0595,0.039,0.9015,2
2018-01-10,0.0515,0.1023,0.4132,0.1232,-0.0481,0.8857,0.058,0.0647,0.8773,3
2018-01-11,0.0997,0.0534,0.3487,0.0158,0.0765,1.2005,0.0515,0.075,0.8735,2
2018-01-12,-0.1055,0.1165,0.3854,0.125,-0.2232,0.6827,0.044,0.0493,0.9067,3
2018-01-13,-0.1556,,0.5278,,0.3832,,0.071,0.052,0.877,1
2018-01-14,-0.0389,,0.4556,,-0.9641,,0.034,0.174,0.793,1
2018-01-15,0.0197,0.0279,0.176,0.2489,-0.4873,0.6891,0.021,0.035,0.944,2
2018-01-16,-0.0388,0.1572,0.4192,0.1143,-0.1224,0.9347,0.0445,0.056,0.9005,2
2018-01-17,0.0008,0.0602,0.268,0.1127,-0.5721,0.365,0.028,0.084,0.8881,7
2018-01-18,0.1305,0.1287,0.4265,0.0747,0.4479,0.9114,0.1502,0.075,0.775,4
2018-01-19,0.0272,0.1345,0.3669,0.2185,-0.3948,0.4436,0.0689,0.1014,0.8297,7
2018-01-20,0.0152,0.02,0.4754,0.0324,-0.3683,0.8185,0.0405,0.068,0.8915,2
2018-01-21,-0.0429,,0.2286,,0.5734,,0.079,0.052,0.868,1
2018-01-23,-0.0238,0.0223,0.3952,0.2549,0.5958,0.3935,0.1095,0.0812,0.8098,4
2018-01-24,0.0234,0.1286,0.3366,0.1806,-0.6503,0.2304,0.0027,0.058,0.9397,3
2018-01-25,0.0148,0.0603,0.3663,0.1042,-0.5009,0.2839,0.0612,0.0675,0.8712,4
2018-01-26,-0.0396,0.0501,0.4366,0.1604,-0.8752,0.1675,0.0675,0.136,0.797,2
2018-01-27,0.0092,0.026,0.2809,0.1444,-0.3148,0.6292,0.04,0.0891,0.8709,7
2018-01-28,0.15,,0.2778,,-0.8979,,0.025,0.114,0.861,1
2018-01-29,0.083,0.1212,0.4213,0.2192,-0.487,0.5765,0.034,0.0665,0.8998,4
2018-01-30,-0.0546,0.1136,0.2468,0.2153,-0.5288,0.6678,0.063,0.1383,0.799,3
2018-01-31,-0.0215,0.0205,0.2778,0.1889,0.1963,0.4565,0.0476,0.0408,0.9116,5
2018-02-01,0.0203,0.0818,0.312,0.2409,0.5768,0.3893,0.074,0.039,0.887,2
2018-02-02,-0.0042,0.0702,0.4067,0.3409,0.0751,0.7057,0.0784,0.0588,0.8628,5
2018-02-03,-0.0492,0.0188,0.4537,0.1096,-0.4941,0.6988,0.0325,0.0695,0.898,2
2018-02-04,0.0045,,0.2193,,0.0772,,0.022,0.019,0.959,1
2018-02-05,0.0337,0.0889,0.3706,0.1703,0.0518,0.6112,0.0362,0.0492,0.9146,5
2018-02-06,-0.1243,0.125,0.1598,0.1395,-0.405,0.7285,0.025,0.063,0.912,3
2018-02-07,0.0017,0.0392,0.3629,0.0611,-0.8067,0.2238,0.0503,0.1013,0.8483,3
2018-02-08,-0.0449,0.0871,0.3402,0.1199,-0.8183,0.2104,0.0605,0.108,0.8315,2
2018-02-09,0.0467,,0.4065,,-0.877,,0.039,0.097,0.864,1
2018-02-10,0.0547,0.0461,0.4029,0.2939,-0.3858,0.5223,0.0595,0.078,0.8625,4
2018-02-11,-0.1889,,0.3556,,-0.6613,,0.049,0.1,0.85,1
2018-02-12,0.275,,0.4393,,0.3217,,0.083,0.061,0.856,1
2018-02-13,0.0109,0.0154,0.3497,0.0703,-0.1312,1.1624,0.0665,0.062,0.8715,2
2018-02-14,0.0605,0.0532,0.3732,0.0607,0.3236,0.8832,0.0788,0.0536,0.8676,5
2018-02-15,0.0036,0.0841,0.4062,0.0518,-0.4674,0.849,0.0622,0.1078,0.8295,4
2018-02-16,0.042,0.0724,0.3822,0.1116,-0.6422,0.564,0.053,0.1277,0.819,3
2018-02-17,0.0333,,0.1278,,0.4019,,0.03,0.0,0.97,1
2018-02-19,-0.01,0.042,0.3566,0.0404,-0.9445,0.0448,0.026,0.0905,0.884,2
2018-02-20,-0.0379,0.0634,0.2717,0.2408,0.008,1.3468,0.098,0.096,0.806,2
2018-02-21,0.0123,0.0552,0.3814,0.0645,-0.8011,0.2809,0.0522,0.1172,0.8303,6
2018-02-22,-0.004,0.0644,0.3418,0.1781,-0.3034,0.4484,0.0423,0.0548,0.9028,6
2018-02-23,0.0731,0.0734,0.4952,0.2425,-0.603,0.4874,0.0275,0.056,0.916,2
2018-02-24,0.0649,0.0184,0.2814,0.0558,0.1752,0.7722,0.057,0.0535,0.889,2
2018-02-25,-0.0365,0.1282,0.4531,0.0781,0.8054,0.2514,0.134,0.043,0.823,2
2018-02-26,-0.0103,0.1672,0.5437,0.2323,-0.2836,0.8045,0.0505,0.0698,0.8798,4
2018-02-27,0.073,0.1316,0.345,0.1101,-0.0829,0.8731,0.0896,0.0824,0.828,5
2018-02-28,0.0276,0.0037,0.3463,0.1303,0.8362,0.1869,0.1015,0.06,0.8385,2
2018-03-01,-0.1115,0.0751,0.3698,0.1356,-0.5645,0.4687,0.0412,0.0715,0.8872,4
2018-03-02,-0.015,0.0945,0.329,0.1441,-0.3453,0.7204,0.0615,0.0832,0.8554,10
2018-03-03,-0.075,,0.15,,0.2584,,0.156,0.0,0.844,1
2018-03-05,-0.1041,0.0544,0.428,0.1637,-0.7532,0.1408,0.0143,0.0807,0.905,3
2018-03-06,-0.0212,0.0707,0.3002,0.1192,-0.2739,0.5294,0.0484,0.059,0.8928,5
2018-03-07,0.0727,0.0472,0.4159,0.0338,-0.328,0.8521,0.0855,0.0845,0.83,4
2018-03-08,0.0276,0.0801,0.301,0.1386,-0.0637,0.8454,0.0398,0.0488,0.9118,5
2018-03-09,-0.0105,0.0818,0.4816,0.1286,-0.6289,0.3106,0.048,0.1022,0.8498,5
2018-03-10,0.085,,0.4093,,-0.9927,,0.07,0.105,0.825,1
2018-03-11,-0.1056,0.0982,0.2884,0.0046,-0.8085,0.1557,0.024,0.136,0.8405,2
2018-03-12,0.0493,0.0376,0.3444,0.1421,0.2716,0.5376,0.067,0.056,0.877,3
2018-03-13,0.0026,0.0462,0.1249,0.1398,0.4147,0.6347,0.05,0.0403,0.9093,3
2018-03-14,0.0417,0.0236,0.2562,0.1149,-0.5148,0.5341,0.051,0.113,0.836,2
2018-03-15,0.0014,0.0852,0.2627,0.2001,-0.4967,0.6121,0.0594,0.0788,0.862,5
2018-03-16,0.0242,0.0474,0.2581,0.2803,-0.6152,0.3656,0.0503,0.1133,0.836,3
2018-03-17,-0.1333,,0.4611,,-0.765,,0.067,0.07,0.863,1
2018-03-18,-0.08,,0.1833,,0.4767,,0.116,0.086,0.797,1
2018-03-19,-0.0096,0.0136,0.2222,0.3143,-0.8401,0.1846,0.0295,0.0825,0.888,2
2018-03-20,0.0161,0.0578,0.4295,0.2086,-0.3327,0.6239,0.0533,0.0621,0.8847,7
2018-03-21,0.0964,0.1272,0.3705,0.0809,0.0315,1.026,0.0628,0.076,0.8612,4
2018-03-22,0.0196,0.1471,0.3414,0.1147,0.1531,0.9536,0.12,0.099,0.7815,4
2018-03-23,0.1215,0.0417,0.3486,0.1564,0.3859,0.8657,0.083,0.0405,0.8765,2
2018-03-24,-0.0043,0.0497,0.3734,0.0659,-0.8259,0.2967,0.052,0.101,0.8468,4
2018-03-25,0.0,,0.0,,0.0,,0.0,0.0,1.0,1
2018-03-26,0.1333,,0.75,,-0.9169,,0.0,0.127,0.873,1
2018-03-27,-0.0228,0.167,0.3676,0.0528,0.0163,1.1278,0.077,0.1055,0.8178,4
2018-03-28,-0.0116,0.0316,0.4122,0.0701,-0.4332,0.9532,0.0693,0.0748,0.8562,4
2018-03-30,-0.0695,,0.4893,,0.8432,,0.114,0.076,0.81,1
2018-03-31,-0.0183,,0.265,,-0.9192,,0.028,0.071,0.902,1
2018-04-02,0.0895,0.1767,0.3752,0.2407,-0.2393,0.5842,0.053,0.0563,0.8907,9
2018-04-03,0.0079,0.1257,0.3491,0.1685,0.2896,0.4357,0.0825,0.083,0.8348,4
2018-04-04,-0.007,0.0348,0.1956,0.157,-0.0812,0.476,0.0457,0.099,0.8553,6
2018-04-05,-0.0458,0.1827,0.4903,0.1355,0.0027,0.8622,0.0835,0.0965,0.82,2
2018-04-06,0.0023,0.023,0.2777,0.0602,-0.4567,0.7063,0.066,0.1153,0.8187,3
2018-04-07,-0.1298,,0.2798,,-0.6716,,0.04,0.059,0.902,1
2018-04-08,0.27,,0.6578,,-0.8511,,0.036,0.204,0.76,1
2018-04-09,0.0572,0.0663,0.4241,0.0766,0.0407,0.8199,0.127,0.0577,0.8153,3
2018-04-10,0.0245,0.1678,0.3416,0.0245,0.1877,0.6518,0.053,0.0435,0.9035,2
2018-04-11,0.1743,0.0187,0.4674,0.1611,0.0016,1.2659,0.066,0.09,0.844,2
2018-04-12,-0.0398,0.0142,0.3053,0.2227,-0.8165,0.2085,0.0547,0.133,0.8123,3
2018-04-13,0.1385,,0.2302,,0.2244,,0.087,0.08,0.833,1
2018-04-14,-0.0203,,0.3024,,-0.968,,0.035,0.135,0.83,1
2018-04-15,0.0536,,0.2583,,-0.7906,,0.055,0.087,0.858,1
2018-04-16,0.1107,0.0811,0.3017,0.0359,0.1988,0.5664,0.102,0.079,0.819,3
2018-04-17,0.0312,0.0213,0.4079,0.0345,-0.6488,0.3173,0.0377,0.0683,0.8943,3
2018-04-18,-0.0192,0.1183,0.4367,0.2316,-0.4668,0.5619,0.0451,0.0828,0.8721,10
2018-04-19,0.1497,0.1113,0.3981,0.1246,-0.7493,0.219,0.0373,0.1903,0.7723,3
2018-04-20,-0.1138,0.1133,0.2566,0.0604,-0.5911,0.3109,0.043,0.0878,0.8692,4
2018-04-21,-0.0181,0.0512,0.4928,0.1191,-0.9476,0.0467,0.024,0.0965,0.879,2
2018-04-22,-0.1579,0.1188,0.4207,0.1583,-0.8806,0.1467,0.03,0.0963,0.874,3
2018-04-23,0.1145,0.1637,0.4093,0.2532,-0.2929,0.7875,0.0433,0.0757,0.881,3
2018-04-24,0.0427,0.0793,0.4565,0.1233,-0.2366,0.5956,0.0502,0.0628,0.887,4
